,created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,topic,identifier,quoted_status_id,quoted_status_id_str,quoted_status,extended_entities
0,Sat Jul 18 15:15:15 +0000 2020,1284507028145221636,1284507028145221636,Coronavirus: Jacksonville Sheriff?s Office says 386 inmates now positive for COVID-19 #Florida https://t.co/EpNkxdDnEl,False,"[0, 118]","{'hashtags': [{'text': 'Florida', 'indices': [86, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EpNkxdDnEl', 'expanded_url': 'http://ow.ly/Urbn50ABJGQ', 'display_url': 'ow.ly/Urbn50ABJGQ', 'indices': [95, 118]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,"{'id': 18655484, 'id_str': '18655484', 'name': 'Raymond E. Foster', 'screen_name': 'policeofficer', 'location': 'San Dimas, CA', 'description': 'Retired LAPD Lieutenant, International Police Consultant, author of 9 books.', 'url': 'http://t.co/qeCVxschzB', 'entities': {'url': {'urls': [{'url': 'http://t.co/qeCVxschzB', 'expanded_url': 'http://www.police-lieutenant.com', 'display_url': 'police-lieutenant.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 49008, 'friends_count': 49552, 'listed_count': 789, 'created_at': 'Tue Jan 06 01:24:46 +0000 2009', 'favourites_count': 45049, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 190779, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/894985104665092096/O7yGFHj0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/894985104665092096/O7yGFHj0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/18655484/1462806156', 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,1,False,False,False,en,TRECIS-CTIT-H-068,1284507028145221636,,,,
1,Fri Jul 17 14:28:17 +0000 2020,1284132822400237570,1284132822400237570,"More and more UNF students feel they shouldn't have to pay certain fees for services they weren't able to use during the COVID-19 pandemic. 

Here's why UNF says some of those fees are ""necessary"". @ActionNewsJax #ICYMI https://t.co/FbJuL9GPLc",False,"[0, 243]","{'hashtags': [{'text': 'ICYMI', 'indices': [213, 219]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ActionNewsJax', 'name': 'ActionNewsJax', 'id': 24432463, 'id_str': '24432463', 'indices': [198, 212]}], 'urls': [{'url': 'https://t.co/FbJuL9GPLc', 'expanded_url': 'https://www.actionnewsjax.com/news/local/duval-county/unf-students-create-petition-refunds/WK4C3CXB4VFFBDVYQSS377AE2A/', 'display_url': 'actionnewsjax.com/news/local/duv?', 'indices': [220, 243]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 400781167, 'id_str': '400781167', 'name': 'Elizabeth Pace', 'screen_name': 'PaceAnJax', 'location': 'Jacksonville, FL', 'description': 'Reporter for @ActionNewsJax | Inspired by your stories | Dog Mom | Louisville Native | #Hoosier Alumna | Opinions are my own', 'url': 'https://t.co/oxwLpyRnn2', 'entities': {'url': {'urls': [{'url': 'https://t.co/oxwLpyRnn2', 'expanded_url': 'https://www.actionnewsjax.com', 'display_url': 'actionnewsjax.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2093, 'friends_count': 609, 'listed_count': 25, 'created_at': 'Sat Oct 29 15:24:15 +0000 2011', 'favourites_count': 2285, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 5024, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1224497949004177411/RJiejGlK_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1224497949004177411/RJiejGlK_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/400781167/1589481256', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,2,4,False,False,False,en,TRECIS-CTIT-H-068,1284132822400237570,,,,
2,Thu Jul 16 20:12:35 +0000 2020,1283857080185692163,1283857080185692163,"Should of kept it where it was originally. All this for a hoax..
Republicans scale back convention in Jacksonville due to coronavirus concerns https://t.co/8o3ONyzAnD",False,"[0, 166]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8o3ONyzAnD', 'expanded_url': 'https://thehill.com/homenews/campaign/507619-rnc-scales-back-convention-in-jacksonville-due-to-coronavirus', 'display_url': 'thehill.com/homenews/campa?', 'indices': [143, 166]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1872638642, 'id_str': '1872638642', 'name': 'Town of Lewiston, NY', 'screen_name': 'outsidegang', 'location': 'NiagaraCounty,NY', 'description': 'Town of Lewiston NY Complaints Page.\nKeeping Town Taxpayers informed.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1058, 'friends_count': 1067, 'listed_count': 0, 'created_at': 'Mon Sep 16 18:41:34 +0000 2013', 'favourites_count': 17571, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 16488, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1229177863867265025/pk-A2GHO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1229177863867265025/pk-A2GHO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1872638642/1590619285', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en,TRECIS-CTIT-H-068,1283857080185692163,,,,
3,Thu Jul 16 10:51:56 +0000 2020,1283715989004333056,1283715989004333056,Here's a full list of where to get tested for COVID-19 in #Jacksonville - Jul 16 @ 6:50 AM ET https://t.co/jq4NYCHQBZ,False,"[0, 117]","{'hashtags': [{'text': 'Jacksonville', 'indices': [58, 71]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jq4NYCHQBZ', 'expanded_url': 'https://oddcrimes.com/static/2020/07/16/Heres-a-full-list-of-where-to-get-tested-for-COVID-19-in-Jacksonville.php', 'display_url': 'oddcrimes.com/static/2020/07?', 'indices': [94, 117]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://pulpnews.com"" rel=""nofollow"">PulpNews</a>",,,,,,"{'id': 100986964, 'id_str': '100986964', 'name': 'PulpNews Crime', 'screen_name': 'PulpNews', 'location': 'USA', 'description': 'The Fastest Crime News Updates on the Planet!', 'url': 'https://t.co/iQ8c4IcHeC', 'entities': {'url': {'urls': [{'url': 'https://t.co/iQ8c4IcHeC', 'expanded_url': 'http://OddCrimes.com', 'display_url': 'OddCrimes.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4848, 'friends_count': 934, 'listed_count': 1084, 'created_at': 'Fri Jan 01 14:32:20 +0000 2010', 'favourites_count': 60, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3529114, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1173908179320791040/vuqZqND8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1173908179320791040/vuqZqND8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/100986964/1568716356', 'profile_link_color': 'CE0000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '0066CC', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en,TRECIS-CTIT-H-068,1283715989004333056,,,,
4,Tue Jul 14 20:56:10 +0000 2020,1283143270965665796,1283143270965665796,"@lennycurry I hear new stories every day about elderly people getting cussed out at grocery stores by people who refuse to wear masks. 

If only Jacksonville had a Mayor.",False,"[12, 170]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lennycurry', 'name': 'Lenny Curry', 'id': 23536403, 'id_str': '23536403', 'indices': [0, 11]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.282868375073497e+18,1282868375073497088,23536403.0,23536403,lennycurry,"{'id': 933760433974071296, 'id_str': '933760433974071296', 'name': 'Michael Mandaling', 'screen_name': 'MikeMandi87', 'location': 'Jacksonville Beach, FL', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 14, 'friends_count': 362, 'listed_count': 4, 'created_at': 'Thu Nov 23 18:13:30 +0000 2017', 'favourites_count': 20, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 1275, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1069930945531133952/8GhoBGUe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1069930945531133952/8GhoBGUe_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,,en,TRECIS-CTIT-H-068,1283143270965665796,,,,
5,Sun Jul 12 21:19:24 +0000 2020,1282424345609084930,1282424345609084930,"Jacksonville woman gets job as dishwasher at memory care facility so she can see her husband?

#COVID  https://t.co/QPgMWuic8t",False,"[0, 126]","{'hashtags': [{'text': 'COVID', 'indices': [95, 101]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QPgMWuic8t', 'expanded_url': 'https://www.news4jax.com/news/local/2020/07/12/jacksonville-woman-gets-job-as-dishwasher-at-memory-care-facility-so-she-can-see-her-husband/', 'display_url': 'news4jax.com/news/local/202?', 'indices': [103, 126]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1499607608, 'id_str': '1499607608', 'name': 'sally', 'screen_name': 'sallyKP', 'location': '', 'description': 'Vaccine risk awareness, informed consent, and medical freedom supporter.????', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 10337, 'friends_count': 982, 'listed_count': 41, 'created_at': 'Mon Jun 10 22:44:40 +0000 2013', 'favourites_count': 21255, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 12867, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1221252044851298304/V-WNZ9fv_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1221252044851298304/V-WNZ9fv_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1499607608/1593570293', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,10,45,False,False,False,en,TRECIS-CTIT-H-068,1282424345609084930,,,,
6,Mon Aug 03 23:07:39 +0000 2020,1290424119771766784,1290424119771766784,"https://t.co/5EldidkBBO

The Jaguars have had 12 players placed on the COVID-19 reserve list, more than any other team in the league.",False,"[0, 133]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5EldidkBBO', 'expanded_url': 'https://sports.yahoo.com/jacksonville-jaguars-doug-marrone-players-covid19-coronavirus-reserve-list-negligent-safety-nfl-season-220422041.html', 'display_url': 'sports.yahoo.com/jacksonville-j?', 'indices': [0, 23]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 2584541622, 'id_str': '2584541622', 'name': 'Nakia Fleming', 'screen_name': 'nakiafleming654', 'location': 'Jacksonville, Fl.', 'description': 'business owner \nFleming and Asssociates - Handyman Services, Inc.', 'url': 'https://t.co/Iyp6tifUYA', 'entities': {'url': {'urls': [{'url': 'https://t.co/Iyp6tifUYA', 'expanded_url': 'http://flemingservicesfl.com', 'display_url': 'flemingservicesfl.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 249, 'friends_count': 277, 'listed_count': 12, 'created_at': 'Mon Jun 23 20:37:00 +0000 2014', 'favourites_count': 2717, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 19199, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/610956216223858688/kcFGtg1J_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/610956216223858688/kcFGtg1J_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2584541622/1545507906', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en,TRECIS-CTIT-H-068,1290424119771766784,,,,
7,Fri Jul 24 19:30:57 +0000 2020,1286745707324481536,1286745707324481536,"Trump's briefings were meant to show him in charge -- now they are becoming absurd
https://t.co/9a3leqlwxQ",False,"[0, 106]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9a3leqlwxQ', 'expanded_url': 'https://www.cnn.com/2020/07/24/politics/donald-trump-coronavirus-briefing-jacksonville/index.html', 'display_url': 'cnn.com/2020/07/24/pol?', 'indices': [83, 106]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 897248664627757056, 'id_str': '897248664627757056', 'name': 'zzmarina ???????', 'screen_name': 'FitzingerMarina', 'location': 'California, USA', 'description': '?? I follow back! ?? Movie lover, music fan, bookworm. Always been political. ??????#resist ????????????????#votebluenomatterwho2020', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 14153, 'friends_count': 15528, 'listed_count': 1, 'created_at': 'Tue Aug 15 00:08:46 +0000 2017', 'favourites_count': 171027, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 121049, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/973423621145153536/fgD6epAo_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/973423621145153536/fgD6epAo_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/897248664627757056/1541495340', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en,TRECIS-CTIT-H-068,1286745707324481536,,,,
8,Fri Jul 24 13:22:04 +0000 2020,1286652872575377410,1286652872575377410,"Trump's briefings were meant to show him in charge -- now they are becoming absurd

https://t.co/NKhKVvnmJb",False,"[0, 107]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NKhKVvnmJb', 'expanded_url': 'https://www.cnn.com/2020/07/24/politics/donald-trump-coronavirus-briefing-jacksonville/index.html', 'display_url': 'cnn.com/2020/07/24/pol?', 'indices': [84, 107]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 4351030759, 'id_str': '4351030759', 'name': 'Deborah', 'screen_name': 'Deborah5907', 'location': '', 'description': ""I vote for what's right not for who is the richest or most corrupt! Trump that means that I don't vote for you! Ever! please don't IM me. not looking for a date"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 438, 'friends_count': 890, 'listed_count': 0, 'created_at': 'Wed Nov 25 01:55:48 +0000 2015', 'favourites_count': 4862, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5153, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1191732605139505152/3HBhPmuY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1191732605139505152/3HBhPmuY_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,True,en,TRECIS-CTIT-H-068,1286652872575377410,,,,
9,Fri Jul 24 11:27:02 +0000 2020,1286623924151898114,1286623924151898114,"Trump's briefings were meant to show him in charge -- now they are becoming absurd
https://t.co/cNk38Yc8Eb #TrumpThreatensAmerica",False,"[0, 129]","{'hashtags': [{'text': 'TrumpThreatensAmerica', 'indices': [107, 129]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cNk38Yc8Eb', 'expanded_url': 'https://www.cnn.com/2020/07/24/politics/donald-trump-coronavirus-briefing-jacksonville/index.html', 'display_url': 'cnn.com/2020/07/24/pol?', 'indices': [83, 106]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 294702989, 'id_str': '294702989', 'name': 'Linda M Barker', 'screen_name': 'lindambarker', 'location': '', 'description': ""Mom, Grandma, love my pets and enjoy being in nature, follow politics and issues of the day, Do what's right because it's right!"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1614, 'friends_count': 2865, 'listed_count': 14, 'created_at': 'Sat May 07 16:21:48 +0000 2011', 'favourites_count': 25749, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 24655, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/825938167719161861/r6NKSKdz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/825938167719161861/r6NKSKdz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/294702989/1485754084', 'profile_link_color': '19CF86', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,False,0,0,False,False,False,en,TRECIS-CTIT-H-068,1286623924151898114,,,,
